cycle_count,consistent_duration,low_time_variation,rapid_transactions,wallet,num_bought,num_sold,unique_nfts_bought,unique_nfts_sold,hold_time,first_activity,last_activity,activity_period,average_daily_transaction
1162,False,1.0,0.0,w_246056,308,553.0,289,550.0,0 days 11:34:55.181818181,2023-10-11 01:07:36,2023-10-31 13:00:31,20 days 11:52:55,41.0
1148,False,1.0,0.0,w_176061,329,720.0,326,692.0,0 days 05:55:25.380597014,2023-10-19 00:59:54,2023-11-20 17:10:52,32 days 16:10:58,31.78787878787879
1127,True,0.1677018633540372,0.0106477373558118,w_1818463,31,31.0,1,1.0,0 days 00:20:32,2022-11-13 17:52:35,2022-11-13 20:34:23,0 days 02:41:48,62.0
1112,True,1.0,0.0197841726618705,w_1192932,68,61.0,3,3.0,0 days 00:05:42.162162162,2023-03-07 12:19:35,2023-03-09 10:50:35,1 days 22:31:00,64.5
1083,False,1.0,0.0046168051708217,w_194763,53,42.0,7,6.0,0 days 00:07:33.307692307,2023-11-14 16:49:21,2023-11-19 01:03:54,4 days 08:14:33,19.0
1036,False,1.0,0.0289575289575289,w_2094303,211,175.0,25,22.0,0 days 03:40:13.417910447,2022-03-26 21:01:02,2022-11-13 20:23:11,231 days 23:22:09,1.6637931034482758
1032,False,1.0,0.0290697674418604,w_2182394,209,132.0,30,16.0,0 days 01:36:51.230769230,2022-03-26 21:06:40,2022-08-17 04:35:35,143 days 07:28:55,2.368055555555556
969,False,1.0,0.0206398348813209,w_2587687,70,28.0,1,1.0,0 days 02:51:59.142857142,2022-05-17 15:56:04,2022-05-17 23:53:46,0 days 07:57:42,98.0
950,False,1.0,0.0305263157894736,w_2508856,61,44.0,1,1.0,0 days 03:25:07.500000,2022-05-25 05:12:47,2022-05-25 15:18:33,0 days 10:05:46,105.0
939,True,1.0,0.0319488817891373,w_1192923,62,67.0,3,3.0,0 days 00:03:32.800000,2023-03-07 12:19:35,2023-03-09 10:50:35,1 days 22:31:00,64.5
924,False,1.0,0.0389610389610389,w_256823,54,42.0,12,2.0,0 days 00:01:01.214285714,2023-09-30 08:05:32,2023-10-27 18:11:30,27 days 10:05:58,3.4285714285714284
869,False,1.0,0.0080552359033371,w_178321,63,70.0,23,9.0,0 days 05:30:19.352941176,2023-09-15 14:24:47,2023-11-20 00:45:19,65 days 10:20:32,2.015151515151515
804,False,1.0,0.0,w_354015,108,118.0,38,39.0,0 days 08:53:13.764705882,2023-07-09 02:40:59,2023-10-20 08:30:23,103 days 05:49:24,2.173076923076923
766,True,1.0,0.0221932114882506,w_2443494,145,117.0,3,2.0,0 days 00:51:04.650000,2022-06-01 23:11:12,2022-06-06 16:05:03,4 days 16:53:51,52.4
633,True,1.0,0.0900473933649289,w_2322175,50,49.0,8,9.0,0 days 00:04:09.875000,2022-07-03 08:43:12,2022-07-10 14:49:07,7 days 06:05:55,12.375
615,True,0.6878048780487804,0.0682926829268292,w_2322268,46,47.0,8,9.0,0 days 00:03:22.227272727,2022-07-03 05:42:36,2022-07-10 14:23:04,7 days 08:40:28,11.625
572,False,1.0,0.1381118881118881,w_1414771,98,117.0,49,63.0,0 days 00:28:36.230769230,2022-06-27 20:48:57,2023-01-23 23:10:09,210 days 02:21:12,1.018957345971564
566,True,0.0229681978798586,0.0,w_2658728,25,29.0,19,23.0,0 days 18:16:49.100000,2022-04-28 14:21:33,2022-05-08 00:28:39,9 days 10:07:06,5.4
548,False,1.0,0.0,w_198955,118,66.0,30,22.0,0 days 08:20:16.941176470,2023-09-03 09:16:34,2023-11-14 20:49:03,72 days 11:32:29,2.52054794520548
545,False,1.0,0.0073394495412844,w_266190,662,120.0,604,87.0,0 days 01:43:14.200000,2022-02-24 14:19:24,2023-10-23 12:15:11,605 days 21:55:47,1.2904290429042904
534,False,1.0,0.0299625468164794,w_2446478,35,51.0,1,1.0,0 days 02:33:25.342857142,2022-06-01 23:10:10,2022-06-05 18:30:36,3 days 19:20:26,21.5
504,True,1.0,0.0198412698412698,w_2443076,177,145.0,3,3.0,0 days 00:11:18.169811320,2022-06-01 23:11:12,2022-06-06 16:05:03,4 days 16:53:51,64.4
494,False,1.0,0.0,w_2587119,149,149.0,4,3.0,0 days 15:55:01.810344827,2022-02-22 08:38:54,2022-05-18 00:44:29,84 days 16:05:35,3.5058823529411764
489,False,1.0,0.0,w_2587098,149,148.0,3,3.0,0 days 20:02:38.555555555,2022-02-22 08:38:54,2022-05-18 00:44:29,84 days 16:05:35,3.494117647058824
487,False,1.0,0.0164271047227926,w_1128161,73,80.0,5,5.0,0 days 08:23:56,2023-03-11 11:52:59,2023-03-20 15:42:11,9 days 03:49:12,15.3
479,False,0.9916492693110648,0.0041753653444676,w_392208,978,1165.0,822,1076.0,0 days 00:47:45.843750,2021-08-27 11:01:10,2023-09-15 17:05:23,749 days 06:04:13,2.857333333333333
471,True,0.0424628450106157,0.0,w_2660723,29,31.0,25,26.0,0 days 07:50:51.913043478,2022-04-23 21:24:54,2022-05-14 15:54:31,20 days 18:29:37,2.857142857142857
467,False,1.0,0.006423982869379,w_2415269,41,53.0,3,14.0,0 days 06:51:10.875000,2022-05-15 19:11:57,2022-06-13 21:52:49,29 days 02:40:52,3.1333333333333333
458,False,1.0,0.131004366812227,w_1405420,101,127.0,48,75.0,0 days 05:31:31.298701298,2022-06-26 07:13:33,2023-01-26 10:01:56,214 days 02:48:23,1.0604651162790697
454,False,1.0,0.013215859030837,w_816723,98,453.0,23,56.0,0 days 02:44:56,2022-01-22 08:29:30,2023-05-09 22:45:05,472 days 14:15:35,1.1649048625792813
442,False,1.0,0.002262443438914,w_2496010,1327,249.0,1262,224.0,0 days 07:36:53.842105263,2022-01-26 23:00:55,2023-12-14 01:24:27,686 days 02:23:32,2.2940320232896654
432,False,1.0,0.0069444444444444,w_198939,33,125.0,19,31.0,0 days 00:38:44,2023-06-27 10:19:05,2023-11-14 20:49:51,140 days 10:30:46,1.1205673758865249
428,False,1.0,0.0093457943925233,w_2708963,71,59.0,29,27.0,0 days 01:54:05.923076923,2022-03-02 07:55:08,2022-05-01 13:29:53,60 days 05:34:45,2.1311475409836067
421,True,1.0,0.0688836104513064,w_2322330,42,44.0,8,9.0,0 days 00:02:51.450000,2022-07-03 06:25:24,2022-07-10 14:03:22,7 days 07:37:58,10.75
407,True,1.0,0.0,w_2546996,45,44.0,5,5.0,0 days 00:06:51.386363636,2022-05-22 06:10:22,2022-05-22 08:20:11,0 days 02:09:49,89.0
403,True,1.0,0.0,w_2617084,39,655.0,4,52.0,0 days 00:27:13.384615384,2022-02-22 15:21:57,2022-05-14 11:53:16,80 days 20:31:19,8.567901234567902
392,False,1.0,0.0025510204081632,w_190899,1211,1152.0,206,104.0,0 days 14:09:31.325367647,2023-10-04 14:15:23,2023-11-16 23:47:54,43 days 09:32:31,53.70454545454545
391,False,1.0,0.0,w_2148657,63,726.0,28,97.0,0 days 00:03:18.440000,2021-09-13 04:05:23,2022-08-27 08:28:05,348 days 04:22:42,2.2607449856733526
388,True,1.0,0.1005154639175257,w_2322338,159,163.0,9,10.0,0 days 00:02:37.338235294,2022-07-04 15:25:28,2022-07-10 14:01:22,5 days 22:35:54,53.66666666666666
386,False,1.0,0.0233160621761658,w_1218486,41,34.0,5,5.0,0 days 00:10:40.137931034,2023-03-02 13:31:23,2023-03-05 15:17:47,3 days 01:46:24,18.75
370,True,1.0,0.0,w_2509213,72,101.0,57,80.0,0 days 00:23:41.500000,2022-03-09 09:44:58,2022-05-25 14:47:52,77 days 05:02:54,2.217948717948718
368,False,1.0,0.0,w_199411,48,61.0,16,16.0,0 days 00:01:58.916666666,2023-11-13 15:47:24,2023-11-14 18:14:24,1 days 02:27:00,54.5
360,True,0.0111111111111111,0.0,w_2728665,19,9.0,17,8.0,0 days 00:22:58.666666666,2022-04-28 14:33:47,2022-04-28 19:33:35,0 days 04:59:48,28.0
353,False,1.0,0.0198300283286118,w_1168335,62,58.0,39,38.0,0 days 09:42:32.081632653,2023-03-06 10:28:23,2023-03-15 04:09:35,8 days 17:41:12,13.333333333333334
332,True,0.0481927710843373,0.0,w_2728765,21,15.0,15,10.0,0 days 00:43:34.750000,2022-04-28 13:59:33,2022-04-28 19:54:41,0 days 05:55:08,36.0
328,False,1.0,0.0,w_2201849,35,33.0,1,1.0,0 days 00:10:39.363636363,2022-08-09 07:33:53,2022-08-11 01:31:24,1 days 17:57:31,34.0
319,True,0.9780564263322884,0.0407523510971786,w_1132038,57,55.0,7,7.0,0 days 09:10:22.125000,2023-03-10 03:45:23,2023-03-20 03:49:47,10 days 00:04:24,10.181818181818182
301,True,1.0,0.0033222591362126,w_2396980,28,80.0,23,26.0,0 days 00:04:33,2022-05-14 15:52:55,2022-06-19 06:47:55,35 days 14:55:00,3.0
297,False,1.0,0.0,w_2740721,75,36.0,71,34.0,0 days 21:00:04.861111111,2022-04-23 17:33:15,2022-04-27 12:08:25,3 days 18:35:10,27.75
281,False,1.0,0.0035587188612099,w_2201856,34,35.0,1,1.0,0 days 00:29:00.363636363,2022-08-09 03:10:20,2022-08-11 01:31:24,1 days 22:21:04,34.5
280,True,0.0214285714285714,0.0,w_2728820,12,6.0,10,6.0,0 days 01:12:24.600000,2022-04-28 14:09:53,2022-04-28 20:48:54,0 days 06:39:01,18.0
259,True,0.4594594594594595,0.0038610038610038,w_2674371,115,113.0,114,112.0,0 days 00:34:17.230769230,2022-04-12 06:59:11,2022-05-06 03:41:09,23 days 20:41:58,9.5
251,True,0.9880478087649402,0.0358565737051792,w_1162811,25,24.0,2,2.0,0 days 03:10:45.333333333,2023-03-13 19:05:23,2023-03-16 04:43:35,2 days 09:38:12,16.333333333333332
249,True,0.0602409638554216,0.0,w_2292630,20,22.0,13,15.0,0 days 00:11:30,2022-07-17 17:16:04,2022-07-17 21:21:39,0 days 04:05:35,42.0
248,True,0.0927419354838709,0.5403225806451613,w_662403,16,16.0,2,2.0,0 days 00:00:48,2023-06-18 14:48:59,2023-06-18 18:17:35,0 days 03:28:36,32.0
243,True,0.0493827160493827,0.0,w_2292594,17,20.0,10,13.0,0 days 00:13:11.600000,2022-07-17 17:13:36,2022-07-17 21:36:38,0 days 04:23:02,37.0
243,True,1.0,0.0,w_2481158,274,122.0,239,86.0,0 days 00:03:02.631578947,2022-03-05 04:19:05,2022-07-08 23:59:06,125 days 19:40:01,3.142857142857143
240,True,1.0,0.0291666666666666,w_545173,34,33.0,2,2.0,0 days 00:46:43.218750,2023-07-22 10:04:00,2023-07-23 13:53:37,1 days 03:49:37,33.5
236,True,0.9194915254237288,0.1144067796610169,w_1675844,55,55.0,48,50.0,0 days 00:09:42,2022-12-12 11:21:23,2022-12-14 10:32:47,1 days 23:11:24,55.0
235,False,1.0,0.0085106382978723,w_1130150,20,21.0,6,6.0,0 days 01:31:24,2023-03-19 22:08:47,2023-03-20 10:03:59,0 days 11:55:12,41.0
231,False,1.0,0.0,w_2399421,41,58.0,23,25.0,0 days 03:12:12.200000,2022-05-16 14:32:44,2022-06-18 12:45:09,32 days 22:12:25,3.0
226,False,1.0,0.0707964601769911,w_2242967,25,28.0,5,9.0,0 days 00:01:03.571428571,2022-06-24 14:20:56,2022-07-30 19:56:16,36 days 05:35:20,1.4324324324324325
222,False,1.0,0.0,w_39209,219,310.0,88,184.0,0 days 05:12:08.500000,2023-11-09 09:50:49,2023-12-18 07:42:49,38 days 21:52:00,13.564102564102564
221,True,0.0316742081447963,0.0,w_2292525,16,17.0,12,12.0,0 days 00:10:37,2022-07-17 17:28:12,2022-07-17 21:57:35,0 days 04:29:23,33.0
219,True,1.0,0.0182648401826484,w_35979,3945,405.0,3827,391.0,0 days 00:27:02.666666666,2017-12-10 01:41:02,2023-12-18 17:35:59,2199 days 15:54:57,1.9772727272727275
209,False,1.0,0.0717703349282296,w_1220461,55,31.0,37,11.0,0 days 02:29:51.600000,2023-02-16 02:27:47,2023-04-15 20:05:47,58 days 17:38:00,1.4576271186440677
206,True,1.0,0.0776699029126213,w_2517406,23,19.0,1,1.0,0 days 00:11:16.631578947,2022-05-24 20:41:13,2022-05-24 22:25:10,0 days 01:43:57,42.0
202,True,0.8762376237623762,0.1584158415841584,w_1673723,114,115.0,57,57.0,0 days 00:41:26.250000,2022-12-12 11:29:59,2022-12-14 18:02:11,2 days 06:32:12,76.33333333333333
197,True,1.0,0.0,w_1067292,24,19.0,24,19.0,0 days 00:08:06.947368421,2023-03-28 14:29:47,2023-03-29 10:41:35,0 days 20:11:48,43.0
195,True,0.0974358974358974,0.0,w_244797,32,31.0,27,26.0,0 days 08:18:24,2023-10-26 21:54:23,2023-10-31 21:35:59,4 days 23:41:36,12.6
195,True,1.0,0.0102564102564102,w_278507,21,23.0,2,2.0,0 days 00:03:41.454545454,2023-10-19 15:50:59,2023-10-19 17:33:47,0 days 01:42:48,44.0
193,False,1.0,0.0362694300518134,w_99835,21,27.0,19,24.0,0 days 04:43:15.600000,2023-11-16 20:50:21,2023-12-06 13:08:35,19 days 16:18:14,2.4
193,True,1.0,0.0984455958549222,w_2518460,24,20.0,1,1.0,0 days 00:07:14.900000,2022-05-24 20:03:01,2022-05-24 20:44:39,0 days 00:41:38,44.0
192,True,0.0833333333333333,0.0,w_244803,31,29.0,24,23.0,0 days 08:54:06.666666666,2023-10-26 21:49:35,2023-10-31 21:28:35,4 days 23:39:00,12.0
190,True,1.0,0.0421052631578947,w_1916376,20,20.0,1,1.0,0 days 00:00:58.900000,2022-10-25 16:18:09,2022-10-25 17:02:09,0 days 00:44:00,40.0
190,False,1.0,0.0,w_174955,23,19.0,5,4.0,0 days 01:40:14.750000,2023-10-31 14:41:31,2023-11-21 01:15:00,20 days 10:33:29,2.0
186,True,1.0,0.0698924731182795,w_1384192,19,19.0,19,19.0,0 days 01:03:24,2023-01-31 05:01:43,2023-01-31 06:38:07,0 days 01:36:24,38.0
185,False,1.0,0.0054054054054054,w_1130149,21,20.0,6,6.0,0 days 01:52:12,2023-03-19 22:08:47,2023-03-20 10:03:59,0 days 11:55:12,41.0
184,True,0.0108695652173913,0.0,w_2393371,48,35.0,34,27.0,0 days 11:24:12.923076923,2022-06-18 17:15:59,2022-06-22 11:32:09,3 days 18:16:10,20.75
175,True,1.0,0.0228571428571428,w_1384169,19,19.0,19,19.0,0 days 00:19:40,2023-01-31 05:01:43,2023-01-31 06:38:07,0 days 01:36:24,38.0
175,True,0.0285714285714285,0.0,w_2292562,19,15.0,11,11.0,0 days 03:52:09,2022-07-17 17:22:51,2022-07-17 21:46:56,0 days 04:24:05,34.0
175,False,1.0,0.0,w_3294387,24,24.0,1,1.0,0 days 00:04:40.708333333,2022-01-16 22:46:05,2022-01-18 23:41:13,2 days 00:55:08,16.0
171,False,1.0,0.0,w_174871,20,20.0,5,4.0,0 days 00:04:00.666666666,2023-11-20 16:16:50,2023-11-23 20:19:26,3 days 04:02:36,10.0
168,False,1.0,0.0,w_3215149,36,38.0,2,2.0,0 days 04:48:23.153846153,2022-01-17 07:50:48,2022-02-02 08:35:32,16 days 00:44:44,4.352941176470588
167,True,0.1437125748502994,0.4730538922155688,w_662410,17,16.0,2,3.0,0 days 00:06:06,2023-06-17 20:39:59,2023-06-18 18:16:23,0 days 21:36:24,33.0
166,True,1.0,0.0060240963855421,w_278545,23,21.0,2,2.0,0 days 00:06:48,2023-10-19 15:26:11,2023-10-19 17:19:47,0 days 01:53:36,44.0
162,True,0.0987654320987654,0.5432098765432098,w_662407,14,12.0,2,2.0,0 days 00:02:54,2023-06-18 14:49:11,2023-06-18 18:17:35,0 days 03:28:24,26.0
160,True,0.025,0.0,w_2728979,11,7.0,11,6.0,0 days 00:16:14.800000,2022-04-28 14:15:48,2022-04-28 19:34:23,0 days 05:18:35,18.0
158,True,1.0,0.0,w_2005794,18,17.0,17,16.0,0 days 00:03:00,2022-10-02 06:41:47,2022-10-02 08:26:23,0 days 01:44:36,35.0
157,True,0.2292993630573248,0.0063694267515923,w_2531924,60,15.0,59,14.0,0 days 01:36:41.666666666,2022-05-23 15:33:45,2022-05-23 18:46:10,0 days 03:12:25,75.0
154,True,0.0714285714285714,0.0,w_1203747,19,54.0,19,54.0,0 days 13:49:50.058823529,2023-02-25 08:35:49,2023-03-07 09:01:39,10 days 00:25:50,6.636363636363637
153,True,1.0,0.0588235294117647,w_1916370,19,19.0,2,2.0,0 days 00:01:31.473684210,2022-10-15 08:35:10,2022-10-25 17:04:24,10 days 08:29:14,3.4545454545454546
149,True,0.0402684563758389,0.0201342281879194,w_2516296,60,20.0,58,20.0,0 days 05:09:40.100000,2022-05-23 15:31:08,2022-05-25 00:28:04,1 days 08:56:56,40.0
141,True,0.6808510638297872,0.0,w_2248035,47,46.0,34,33.0,0 days 03:20:56.161290322,2022-07-27 05:04:09,2022-08-18 06:37:33,22 days 01:33:24,4.043478260869565
135,True,0.0296296296296296,0.0,w_1203746,28,63.0,28,63.0,0 days 21:43:12.555555555,2023-02-25 08:35:49,2023-03-07 09:01:39,10 days 00:25:50,8.272727272727273
134,False,1.0,0.0,w_1266873,130,115.0,10,10.0,0 days 04:52:38.880000,2022-10-26 07:18:35,2023-02-23 08:33:47,120 days 01:15:12,2.024793388429752
133,False,1.0,0.0,w_655077,29,20.0,18,18.0,0 days 10:46:54.947368421,2023-06-18 05:05:11,2023-06-24 05:34:59,6 days 00:29:48,7.0
133,True,0.150375939849624,0.5789473684210527,w_662409,11,15.0,2,2.0,0 days 00:00:16,2023-06-18 14:49:59,2023-06-18 18:16:35,0 days 03:26:36,26.0
132,True,0.106060606060606,0.0,w_244804,29,25.0,24,21.0,0 days 00:38:12,2023-10-26 22:00:11,2023-10-31 21:42:35,4 days 23:42:24,10.8
127,False,1.0,0.0236220472440944,w_2441722,213,207.0,2,2.0,0 days 00:16:22.441860465,2022-06-06 13:49:39,2022-06-06 23:56:46,0 days 10:07:07,420.0
127,False,1.0,0.0,w_12208,21,20.0,12,13.0,0 days 02:37:32.789473684,2023-12-15 20:35:05,2023-12-21 20:14:45,5 days 23:39:40,6.833333333333333
126,True,0.0476190476190476,0.0,w_732905,14,13.0,8,7.0,0 days 00:12:19,2023-05-19 07:52:53,2023-05-30 15:13:31,11 days 07:20:38,2.25
123,False,1.0,0.0,w_2467708,83,279.0,73,278.0,0 days 00:40:22,2022-05-24 11:38:56,2022-05-30 23:05:19,6 days 11:26:23,51.71428571428572
123,True,0.1219512195121951,0.0,w_2056541,13,12.0,12,10.0,0 days 00:06:52.500000,2022-09-21 07:23:23,2022-09-21 12:49:11,0 days 05:25:48,25.0
120,True,1.0,0.0333333333333333,w_99785,17,20.0,3,6.0,0 days 00:02:33.875000,2023-11-12 11:28:24,2023-12-06 13:23:21,24 days 01:54:57,1.48
120,True,0.0416666666666666,0.0083333333333333,w_2292617,18,11.0,11,9.0,0 days 00:12:43,2022-07-17 17:08:02,2022-07-17 21:24:41,0 days 04:16:39,29.0
118,True,1.0,0.0,w_580246,1172,35.0,1149,15.0,0 days 00:23:00,2022-06-26 17:12:54,2023-10-06 06:56:12,466 days 13:43:18,2.5845824411134903
117,True,0.1367521367521367,0.0,w_244773,34,31.0,26,24.0,0 days 04:16:57.931034482,2023-10-26 21:45:35,2023-11-01 13:43:23,5 days 15:57:48,10.833333333333334
110,False,1.0,0.0,w_2649208,32,45.0,31,45.0,0 days 13:42:35.500000,2022-04-11 04:04:04,2022-06-25 02:04:06,74 days 22:00:02,1.0266666666666666
110,False,1.0,0.0,w_1223168,58,57.0,45,44.0,0 days 12:38:54,2023-02-28 12:27:23,2023-03-03 09:26:59,2 days 20:59:36,38.333333333333336
110,True,0.1909090909090909,0.0,w_774267,46,48.0,34,34.0,0 days 08:55:48.707317073,2023-04-15 08:09:35,2023-05-20 09:48:02,35 days 01:38:27,2.611111111111111
107,False,1.0,0.0560747663551401,w_2698669,17,16.0,14,13.0,0 days 01:39:13,2022-04-30 21:40:54,2022-05-02 22:32:06,2 days 00:51:12,11.0
105,True,1.0,0.0,w_2009733,15,15.0,1,1.0,0 days 00:02:33.600000,2022-10-01 09:53:47,2022-10-01 10:58:35,0 days 01:04:48,30.0
105,True,0.0761904761904762,0.0,w_2056573,20,22.0,17,18.0,0 days 00:37:54.684210526,2022-09-21 07:24:53,2022-09-21 12:42:42,0 days 05:17:49,42.0
105,False,1.0,0.0,w_1770518,15,15.0,1,1.0,0 days 00:28:52.266666666,2022-11-24 03:38:41,2022-11-24 12:16:15,0 days 08:37:34,30.0
104,False,1.0,0.0,w_2399418,38,28.0,17,15.0,0 days 11:51:58.521739130,2022-05-26 12:38:55,2022-06-18 12:45:09,23 days 00:06:14,2.75
101,True,1.0,0.0891089108910891,w_1844902,108,972.0,1,3.0,0 days 09:56:11.818181818,2022-11-05 09:11:14,2022-11-09 18:25:36,4 days 09:14:22,216.0
99,False,1.0,0.0,w_373782,80,45.0,79,45.0,0 days 08:55:18.555555555,2023-07-15 23:22:23,2023-10-03 12:48:30,79 days 13:26:07,1.5625
99,True,0.0101010101010101,0.0,w_733023,12,12.0,8,8.0,0 days 01:06:52,2023-05-19 07:59:22,2023-05-30 14:17:22,11 days 06:18:00,2.0
97,False,1.0,0.0,w_176076,24,21.0,9,9.0,0 days 06:13:53.619047619,2023-11-12 09:24:18,2023-11-20 17:06:42,8 days 07:42:24,5.0
95,True,0.2,0.0,w_732869,14,13.0,7,7.0,0 days 20:53:06.769230769,2023-05-19 07:51:53,2023-05-30 15:15:49,11 days 07:23:56,2.25
94,True,1.0,0.0425531914893617,w_2106634,45,12.0,32,3.0,0 days 00:03:03.166666666,2022-09-07 17:25:16,2022-09-20 17:16:45,12 days 23:51:29,4.384615384615385
94,True,0.0638297872340425,0.0,w_732889,15,14.0,10,10.0,0 days 00:20:04.500000,2023-05-19 07:27:55,2023-05-30 15:09:37,11 days 07:41:42,2.4166666666666665
93,True,0.0967741935483871,0.0,w_732932,12,12.0,8,8.0,0 days 00:58:20,2023-05-18 17:07:27,2023-05-30 14:49:43,11 days 21:42:16,2.0
92,False,1.0,0.0108695652173913,w_3895004,18,19.0,3,3.0,0 days 00:10:18,2020-11-01 09:55:39,2020-11-08 12:31:02,7 days 02:35:23,4.625
89,True,0.0898876404494382,0.0,w_2292621,14,13.0,10,10.0,0 days 00:19:52,2022-07-17 17:08:55,2022-07-17 21:24:18,0 days 04:15:23,27.0
89,False,1.0,0.0112359550561797,w_3895003,18,17.0,2,2.0,0 days 12:27:26.692307692,2020-11-01 10:48:11,2020-11-08 12:31:02,7 days 01:42:51,4.375
88,False,1.0,0.0113636363636363,w_1177067,39,34.0,1,1.0,0 days 19:56:23.294117647,2023-03-02 13:03:59,2023-03-13 11:37:23,10 days 22:33:24,6.636363636363637
86,True,0.0116279069767441,0.0,w_103693,761,745.0,760,743.0,0 days 04:00:25.263157894,2022-02-11 23:55:03,2023-12-13 11:41:35,669 days 11:46:32,2.2477611940298505
84,True,0.0952380952380952,0.0,w_732853,17,15.0,10,9.0,0 days 18:00:55.933333333,2023-05-19 07:59:00,2023-05-30 15:14:07,11 days 07:15:07,2.6666666666666665
84,True,0.4761904761904761,0.0238095238095238,w_2500539,51,17.0,51,17.0,0 days 00:34:52.333333333,2022-05-23 15:37:14,2022-05-26 05:00:56,2 days 13:23:42,22.666666666666668
84,True,0.4285714285714285,0.0119047619047619,w_2228538,14,11.0,10,9.0,0 days 00:14:58.200000,2022-08-03 22:32:59,2022-08-03 23:55:09,0 days 01:22:10,25.0
84,False,1.0,0.0,w_1177855,22,18.0,16,15.0,0 days 08:27:39.529411764,2023-03-10 07:59:23,2023-03-13 08:08:47,3 days 00:09:24,10.0
83,True,0.2771084337349397,0.0,w_1714331,20,16.0,14,10.0,0 days 01:46:25.846153846,2022-12-06 01:05:47,2022-12-06 17:08:23,0 days 16:02:36,36.0
81,True,0.0617283950617283,0.0,w_2292590,13,12.0,10,10.0,0 days 00:22:15.875000,2022-07-17 17:21:24,2022-07-17 21:38:31,0 days 04:17:07,25.0
79,True,0.0632911392405063,0.0,w_244795,18,13.0,18,13.0,0 days 00:07:16,2023-10-26 22:25:23,2023-10-31 22:14:47,4 days 23:49:24,6.2
79,False,1.0,0.0632911392405063,w_1189696,27,23.0,1,1.0,0 days 08:22:32,2023-03-01 12:32:59,2023-03-10 03:43:11,8 days 15:10:12,5.555555555555555
76,True,1.0,0.1052631578947368,w_994537,40,19.0,27,8.0,0 days 00:02:01.714285714,2023-03-03 04:57:59,2023-04-07 20:24:23,35 days 15:26:24,1.6388888888888888
75,True,0.6666666666666666,0.0533333333333333,w_548079,10,12.0,1,1.0,0 days 00:01:08,2023-07-22 10:04:00,2023-07-22 11:48:35,0 days 01:44:35,22.0
74,False,1.0,0.0675675675675675,w_1189684,23,26.0,1,1.0,0 days 04:18:07.636363636,2023-03-02 13:24:11,2023-03-10 03:43:11,7 days 14:19:00,6.125
73,True,0.821917808219178,0.1643835616438356,w_2228532,99,22.0,86,14.0,0 days 00:04:39.812500,2022-07-25 09:30:39,2022-08-04 00:01:49,9 days 14:31:10,12.1
72,False,1.0,0.0277777777777777,w_1293622,124,18.0,116,11.0,0 days 00:01:33.600000,2023-02-16 14:28:59,2023-02-19 01:08:23,2 days 10:39:24,47.333333333333336
71,False,1.0,0.0,w_1849276,255,193.0,172,141.0,0 days 03:34:45.241379310,2022-11-07 15:58:23,2022-11-08 15:15:11,0 days 23:16:48,448.0
69,True,1.0,0.0,w_1888885,17,16.0,1,1.0,0 days 10:26:46.400000,2022-10-26 20:05:23,2022-10-31 09:31:11,4 days 13:25:48,6.6
69,True,1.0,0.0,w_26534,332,738.0,286,675.0,0 days 00:02:01.222222222,2021-09-12 23:26:01,2023-12-19 22:59:55,827 days 23:33:54,1.292270531400966
67,True,1.0,0.1791044776119403,w_255613,16,15.0,2,1.0,0 days 10:30:10.933333333,2023-10-12 19:19:29,2023-10-27 19:33:44,15 days 00:14:15,1.9375
67,True,1.0,0.0,w_2200655,13,12.0,12,12.0,0 days 00:03:51.600000,2022-08-11 11:27:00,2022-08-11 11:57:36,0 days 00:30:36,25.0
67,False,1.0,0.1492537313432835,w_2323719,32,28.0,14,10.0,0 days 02:23:55.227272727,2022-06-27 07:59:08,2022-07-10 06:14:41,12 days 22:15:33,4.615384615384615
66,False,1.0,0.0,w_2532699,46,81.0,46,77.0,0 days 03:38:17.928571428,2022-05-19 19:23:10,2022-05-23 17:36:33,3 days 22:13:23,31.75
66,True,1.0,0.0303030303030303,w_2319009,13,13.0,2,2.0,0 days 00:08:54.333333333,2022-07-11 08:30:28,2022-07-11 10:24:02,0 days 01:53:34,26.0
66,False,1.0,0.0,w_2008390,512,77.0,448,69.0,0 days 03:38:23.864864864,2022-07-19 18:45:49,2022-10-06 20:56:48,79 days 02:10:59,7.3625
66,True,1.0,0.0,w_1272563,8,12.0,1,7.0,0 days 00:05:00,2023-02-22 08:33:47,2023-02-26 13:04:35,4 days 04:30:48,4.0
65,False,1.0,0.0461538461538461,w_2441718,207,213.0,2,2.0,0 days 00:24:36.960000,2022-06-06 13:49:39,2022-06-06 23:56:46,0 days 10:07:07,420.0
65,True,0.0,0.0,w_13685,360,360.0,360,355.0,0 days 04:33:54,2022-01-16 06:29:22,2023-12-21 16:19:23,704 days 09:50:01,1.0212765957446808
64,True,1.0,0.078125,w_547935,16,18.0,2,2.0,0 days 00:01:31,2023-07-14 14:26:54,2023-07-23 06:45:48,8 days 16:18:54,3.7777777777777777
64,True,1.0,0.03125,w_706453,133,203.0,70,95.0,0 days 00:07:52.206896551,2023-02-17 22:53:18,2023-06-06 13:39:05,108 days 14:45:47,3.0825688073394497
62,True,0.3709677419354839,0.0,w_283820,256,1214.0,218,1121.0,0 days 08:39:10.500000,2022-07-12 06:26:52,2023-10-18 11:55:29,463 days 05:28:37,3.168103448275862
